candidate_id,experience,num_skills,career_length,education_count,avg_skill_duration,total_endorsements,github,profile_complete,response_rate,response_time,saved,searches,connections,notice,interview_rate,production_ai_skills,avg_job_duration,job_hopper,production_score,startup_score,research_score,skill_experience_ratio,quality_score,technical_score,behavior_score,career_score,innovation_score,penalty,recruiter_score,confidence,final_score,rank
CAND_0000760,0.6357142857142858,13,0.625,1,16.76923076923077,109,0.0,0.5739726027397261,0.8160919540229885,79.4,0.03773584905660377,126,372,60,0.5,0.2857142857142857,0.19444444444444436,0,1.0,0.6000000000000001,0,1.3131313131313131,39.28,0.4857142857142857,0.5124605692759719,0.5442460317460317,0.6000000000000001,0.0,0.49283933607741665,0.5739726027397261,0.5050093260767631,20
CAND_0000919,0.6,5,0.5,2,16.2,41,0.7300995024875622,0.7150684931506848,0.6666666666666665,71.3,0.018867924528301886,201,69,120,0.8714285714285714,0.0,0.25416666666666665,0,0.6000000000000001,0.4,0,0.5319148936170213,47.81,0.4590298507462687,0.5949999384607809,0.5008333333333332,0.4,0.0,0.467820261323997,0.7150684931506848,0.5049074960980001,21
CAND_0001060,0.4714285714285714,14,0.25,2,20.071428571428573,167,0.5,0.5082191780821919,0.8045977011494252,109.0,0.43396226415094336,191,787,60,0.7285714285714286,0.2857142857142857,0.4166666666666667,0,0.8,0.6000000000000001,0,1.842105263157895,47.49,0.5557142857142857,0.6115328761605978,0.3940476190476191,0.6000000000000001,0.0,0.5031041942797386,0.5082191780821919,0.5038714418501066,22
CAND_0001405,0.17857142857142858,17,0.125,2,28.352941176470587,220,0.7997512437810944,0.3534246575342465,0.7471264367816091,9.9,0.43396226415094336,53,752,90,0.8857142857142857,1.0,0.21875,0,0.6000000000000001,0.6000000000000001,0,4.857142857142857,48.690000000000005,0.7799253731343283,0.5744155493054344,0.1705357142857143,0.6000000000000001,0.0,0.5294871876862468,0.3534246575342465,0.5030778081634467,23
CAND_0000847,0.9642857142857142,19,0.625,1,12.736842105263158,69,0.08333333333333333,0.6821917808219178,0.7586206896551724,216.5,0.07547169811320754,61,395,120,0.6857142857142857,0.7142857142857142,0.3854166666666667,0,0.2,0.4,0,1.3103448275862069,42.53,0.3192857142857143,0.5806594924669629,0.7467261904761904,0.4,0.0,0.4705277318267259,0.6821917808219178,0.5022773391760047,24
CAND_0001638,0.4928571428571429,11,0.5,1,20.818181818181817,109,0.0,0.42328767123287664,0.5977011494252873,5.4,0.24528301886792453,297,915,90,0.6571428571428573,0.42857142857142855,0.1791666666666667,0,1.0,1.0,0,1.3924050632911391,36.78,0.5285714285714286,0.47806114748998496,0.4322619047619048,1.0,0.0,0.5151062771170446,0.42328767123287664,0.5013334862344194,25
CAND_0000693,0.37142857142857144,15,0.375,1,18.8,131,0.38557213930348255,0.5342465753424657,0.8965517241379308,122.2,0.3018867924528302,107,58,150,0.8,0.8571428571428571,0.171875,0,0.6000000000000001,0.4,0,2.419354838709677,48.5,0.6128144989339019,0.6315015908949118,0.3325892857142857,0.4,0.0,0.4945734391811146,0.5342465753424657,0.5005244096053173,26
CAND_0001193,0.2857142857142857,13,0.125,2,20.615384615384617,155,0.7985074626865671,0.8726027397260274,0.17241379310344826,138.4,0.3018867924528302,476,649,90,0.24285714285714283,0.5714285714285714,0.40624999999999994,0,0.2,0.8,0,2.6,38.010000000000005,0.49098081023454154,0.45746319424196624,0.2616071428571428,0.8,0.0,0.43328674865649563,0.8726027397260274,0.4991841473169254,27
CAND_0000440,0.4642857142857143,15,0.25,1,25.53333333333333,139,0.0,0.6109589041095889,0.22988505747126436,102.6,0.32075471698113206,289,175,90,0.6571428571428573,0.5714285714285714,0.40972222222222227,0,1.0,0.6000000000000001,0,2.0,33.71999999999999,0.5714285714285714,0.46688639563097,0.38908730158730165,0.6000000000000001,0.0,0.47922053309444795,0.6109589041095889,0.4989812887467191,28
CAND_0001227,0.4357142857142857,9,0.375,1,25.22222222222222,125,0.2823383084577114,0.7821917808219176,0.6666666666666665,130.4,0.3773584905660377,196,574,60,0.38571428571428573,0.2857142857142857,0.22916666666666669,0,0.8,0.4,0,1.267605633802817,43.24,0.49041577825159915,0.5930483452104025,0.3761904761904762,0.4,0.0,0.4488235993903392,0.7821917808219176,0.498828826605076,29
CAND_0000116,0.44999999999999996,14,0.375,1,18.5,126,0.10572139303482586,0.7342465753424656,0.8045977011494252,77.6,0.09433962264150943,222,693,150,0.2285714285714286,0.42857142857142855,0.24479166666666669,0,0.8,0.6000000000000001,0,1.9178082191780823,39.76999999999999,0.4802878464818764,0.5227179368998068,0.3864583333333333,0.6000000000000001,0.0,0.45327330930604526,0.7342465753424656,0.4954192992115083,30
CAND_0000273,0.34285714285714286,16,0.125,2,25.875,222,0.37562189054726364,0.8342465753424657,0.4942528735632183,110.7,0.5849056603773585,457,1010,60,0.6857142857142857,0.42857142857142855,0.5104166666666667,0,0.4,0.6000000000000001,0,2.7586206896551726,46.5,0.40125799573560766,0.6696735089789964,0.31101190476190477,0.6000000000000001,0.0,0.43219087628051855,0.8342465753424657,0.49249923113981064,31
CAND_0000508,0.2571428571428571,11,0.125,2,31.545454545454547,198,0.0,0.8150684931506849,0.1839080459770115,57.8,0.4528301886792453,207,231,90,0.8714285714285714,0.5714285714285714,0.3541666666666667,0,0.8,0.6000000000000001,0,2.391304347826088,39.1,0.49142857142857144,0.5961027361185559,0.2369047619047619,0.6000000000000001,0.0,0.4350181662713302,0.8150684931506849,0.49202571530323336,32
CAND_0000666,0.3928571428571428,17,0.25,1,32.76470588235294,310,0.6256218905472636,0.43424657534246575,0.28735632183908044,113.0,0.09433962264150943,706,656,60,0.45714285714285713,1.0,0.3263888888888889,0,0.6000000000000001,0.6000000000000001,0,2.6153846153846154,33.27,0.7276865671641791,0.3341218777865064,0.3367063492063492,0.6000000000000001,0.0,0.5020755897245602,0.43424657534246575,0.491901237567246,33
CAND_0001085,0.3214285714285714,14,0.375,2,21.714285714285715,167,0.8694029850746269,0.5383561643835615,0.2068965517241379,28.4,0.3018867924528302,368,528,60,0.4428571428571429,0.42857142857142855,0.13020833333333331,1,0.8,1.0,0,2.5454545454545454,36.64999999999999,0.7093923240938167,0.3890975825272756,0.2992559523809524,1.0,0.05,0.48639043423821987,0.5114383561643834,0.4901476225271444,34
CAND_0000584,0.44999999999999996,15,0.125,1,27.33333333333333,187,0.0,0.34657534246575333,0.8735632183908046,145.5,0.5660377358490566,276,850,90,0.6857142857142857,0.5714285714285714,0.6979166666666667,0,0.8,1.0,0,2.054794520547945,43.31,0.49142857142857144,0.5900425787733833,0.40208333333333335,1.0,0.0,0.5151007776594385,0.34657534246575333,0.4898219623803857,35
CAND_0001126,0.2785714285714286,16,0.125,1,30.1875,372,0.9776119402985073,0.7356164383561643,0.8965517241379308,72.3,0.16981132075471697,545,802,60,0.5857142857142856,0.7142857142857142,0.3958333333333333,0,0.2,0.2,0,3.265306122448979,52.55,0.5875692963752664,0.6327088057529408,0.25595238095238093,0.2,0.0,0.44555757493879,0.7356164383561643,0.48906640445139615,36
CAND_0000136,0.3928571428571428,12,0.125,1,16.666666666666668,77,0.0,0.8232876712328765,0.8850574712643677,114.0,0.1509433962264151,2,770,90,0.7142857142857144,0.5714285714285714,0.6041666666666667,0,0.6000000000000001,0.4,0,1.8461538461538465,47.22,0.4114285714285715,0.6824608748500246,0.3547619047619047,0.4,0.0,0.4297540797319097,0.8232876712328765,0.4887841184570547,37
CAND_0000060,0.5,12,0.375,2,20.5,144,0.0,0.8602739726027395,0.2068965517241379,93.5,0.07547169811320754,256,586,120,0.5571428571428572,0.2857142857142857,0.2864583333333333,0,0.8,0.6000000000000001,0,1.5,33.660000000000004,0.40571428571428575,0.4793429393932062,0.4197916666666667,0.6000000000000001,0.0,0.4231022188310222,0.8602739726027395,0.4886779818967798,38
CAND_0000719,0.5571428571428572,12,0.25,1,20.166666666666668,169,0.0,0.8287671232876712,0.3908045977011494,132.0,0.3773584905660377,121,194,90,0.7,0.5714285714285714,0.5138888888888888,0,0.4,0.6000000000000001,0,1.3636363636363635,40.3,0.3314285714285714,0.6032413406891798,0.4563492063492064,0.6000000000000001,0.0,0.4273069982965661,0.8287671232876712,0.48752601704523185,39
CAND_0001056,0.2928571428571428,12,0.125,1,29.25,149,0.7151741293532338,0.4767123287671233,0.9195402298850575,94.5,0.7735849056603773,142,1164,90,0.5142857142857145,0.5714285714285714,0.4166666666666667,0,0.6000000000000001,0.4,0,2.3529411764705883,51.26,0.6259808102345417,0.6543084965289758,0.26726190476190476,0.4,0.0,0.48806949959008805,0.4767123287671233,0.48636592396664335,40
CAND_0000859,0.35,12,0.125,1,26.08333333333333,165,0.9365671641791044,0.8630136986301369,0.8390804597701149,23.6,0.16981132075471697,462,797,90,0.31428571428571433,0.2857142857142857,0.5208333333333333,0,0.2,0.4,0,2.0338983050847457,49.98,0.446684434968017,0.6086443164711629,0.31666666666666665,0.4,0.0,0.4195693039481061,0.8630136986301369,0.48608596315041064,41
CAND_0001282,0.7928571428571428,11,0.5,1,20.272727272727277,81,0.6057213930348259,0.7452054794520548,0.43678160919540227,57.0,0.22641509433962265,124,435,90,0.10000000000000003,0.42857142857142855,0.3875,0,0.2,0.4,0,0.9090909090909092,36.900000000000006,0.3902878464818763,0.43530033897499426,0.6239285714285714,0.4,0.0,0.43915734924489225,0.7452054794520548,0.4850645687759666,42
CAND_0000165,0.41428571428571426,14,0.125,1,22.857142857142858,204,0.7773631840796019,0.5315068493150685,0.29885057471264365,90.9,0.33962264150943394,173,556,120,0.9428571428571428,0.42857142857142855,0.625,0,0.6000000000000001,0.4,0,2.058823529411765,42.71,0.6017803837953092,0.5172359978117502,0.36964285714285716,0.4,0.0,0.476570067366188,0.5315068493150685,0.48481058465852006,43
CAND_0000422,0.37857142857142856,11,0.25,1,27.0,185,0.0,0.7986301369863011,0.8620689655172413,83.0,0.33962264150943394,475,230,90,0.6857142857142857,0.42857142857142855,0.31249999999999994,0,0.6000000000000001,0.6000000000000001,0,1.746031746031746,47.60999999999999,0.3685714285714286,0.7001051747692596,0.3267857142857143,0.6000000000000001,0.0,0.42914603495385195,0.7986301369863011,0.4845686502587193,44
CAND_0001386,0.5714285714285714,13,0.375,1,13.153846153846152,152,0.7251243781094526,0.4150684931506849,0.6551724137931034,134.6,0.05660377358490566,149,555,150,0.5714285714285714,0.14285714285714285,0.3489583333333333,0,0.8,0.6000000000000001,0,1.4444444444444444,40.59,0.5803944562899788,0.434673545053711,0.46800595238095233,0.6000000000000001,0.0,0.49609397962197177,0.4150684931506849,0.48394015665127876,45
CAND_0001093,0.35,11,0.125,2,24.272727272727277,173,0.0,0.8013698630136985,0.5287356321839081,70.9,0.33962264150943394,307,536,120,0.4428571428571429,0.2857142857142857,0.5208333333333333,0,1.0,0.4,0,1.8644067796610169,39.35000000000001,0.4857142857142857,0.5691593169740868,0.31666666666666665,0.4,0.0,0.42728424434719836,0.8013698630136985,0.4833970871471734,46
CAND_0000112,0.19999999999999998,18,0.0,1,27.22222222222222,247,1.0,0.7876712328767121,0.31034482758620685,54.2,0.07547169811320754,22,918,45,0.8571428571428572,0.7142857142857142,0.7291666666666667,0,0.2,0.2,0,4.736842105263158,45.39000000000001,0.5942857142857143,0.539794049454614,0.24583333333333335,0.2,0.0,0.42713142893854184,0.7876712328767121,0.48121239952926737,47
CAND_0001719,0.9571428571428571,6,0.75,1,19.166666666666668,49,0.5323383084577114,0.7643835616438355,0.5517241379310345,108.4,0.22641509433962265,114,433,90,0.35714285714285726,0.0,0.3005952380952381,0,0.2,0.4,2,0.4166666666666666,40.89,0.2397014925373134,0.522176871354597,0.7636904761904761,0.4,0.0,0.4312385903334638,0.7643835616438355,0.48121033603001956,48
CAND_0000903,0.5428571428571428,11,0.25,1,17.454545454545453,157,0.6019900497512437,0.43287671232876707,0.425287356321839,70.0,0.1320754716981132,189,203,90,0.7714285714285714,0.14285714285714285,0.49999999999999994,0,1.0,0.4,0,1.2790697674418603,38.61000000000001,0.623454157782516,0.4385294970208651,0.4464285714285714,0.4,0.0,0.48869470537432225,0.43287671232876707,0.480322006417489,49
CAND_0001027,0.5785714285714285,12,0.25,1,21.33333333333333,123,0.0,0.7041095890410958,0.1954022988505747,28.3,0.3018867924528302,184,553,150,0.8571428571428572,0.14285714285714285,0.5416666666666667,0,1.0,0.4,0,1.3186813186813189,36.080000000000005,0.4428571428571429,0.5270948607961646,0.4726190476190476,0.4,0.0,0.440716591206852,0.7041095890410958,0.48022554088198854,50
CAND_0000452,0.1357142857142857,11,0.125,1,25.09090909090909,114,0.7848258706467661,0.8547945205479452,0.3218390804597701,121.0,0.03773584905660377,244,259,120,0.7,0.5714285714285714,0.14583333333333331,1,0.8,0.4,0,3.793103448275862,43.14,0.7268763326226013,0.5271850221180441,0.13452380952380952,0.4,0.05,0.41981848985360176,0.812054794520548,0.47865393555364366,51
CAND_0001476,0.7214285714285714,10,0.25,1,14.8,66,0.5883084577114427,0.736986301369863,0.6781609195402298,202.9,0.1509433962264151,80,494,90,0.5142857142857145,0.2857142857142857,0.7013888888888886,0,0.2,0.4,0,0.9009009009009008,44.49000000000001,0.34220682302771854,0.5605312574669354,0.5759920634920634,0.4,0.0,0.4329869965774904,0.736986301369863,0.47858689229634627,52
CAND_0001661,0.48571428571428565,11,0.25,2,28.272727272727277,72,0.6343283582089552,0.8506849315068492,0.2068965517241379,50.5,0.4528301886792453,163,731,30,0.6571428571428573,0.14285714285714285,0.4305555555555555,0,0.4,0.4,0,1.4102564102564104,42.220000000000006,0.3931556503198294,0.5714584731228521,0.403968253968254,0.4,0.0,0.4125460182445657,0.8506849315068492,0.4782668552339082,53
CAND_0000742,0.47857142857142854,10,0.25,2,25.8,162,0.0,0.8315068493150684,0.5402298850574712,37.1,0.018867924528301886,21,160,30,0.5999999999999999,0.14285714285714285,0.423611111111111,0,0.8,0.6000000000000001,0,1.2987012987012987,38.94,0.36285714285714293,0.549858453430302,0.3990079365079365,0.6000000000000001,0.0,0.4148665319559017,0.8315068493150684,0.4773625795597767,54
CAND_0000878,0.4214285714285715,13,0.125,1,26.23076923076923,217,0.7388059701492536,0.6698630136986301,0.5977011494252873,24.3,0.2830188679245283,437,429,90,0.2714285714285714,0.14285714285714285,0.6458333333333333,0,0.4,0.8,0,1.884057971014493,41.92000000000001,0.42449893390191895,0.49476683002146227,0.3773809523809524,0.8,0.0,0.44309817766029813,0.6698630136986301,0.4771129030660479,55
CAND_0001446,0.37857142857142856,15,0.25,1,22.066666666666663,168,0.7437810945273631,0.8041095890410959,0.1264367816091954,102.8,0.5471698113207547,391,882,90,0.7,0.42857142857142855,0.31249999999999994,0,0.4,0.2,0,2.380952380952381,42.370000000000005,0.5117057569296375,0.5624815138308333,0.3267857142857143,0.2,0.0,0.41887503410945026,0.8041095890410959,0.47666021734919706,56
CAND_0001667,0.6,11,0.25,2,19.90909090909091,94,0.0,0.5712328767123287,0.7586206896551724,150.4,0.05660377358490566,270,164,120,0.8285714285714285,0.2857142857142857,0.5625,0,0.8,0.6000000000000001,0,1.1702127659574468,41.74,0.40571428571428575,0.566621719694375,0.4875,0.6000000000000001,0.0,0.45748505822458935,0.5712328767123287,0.47454723099775026,57
CAND_0000031,0.3571428571428571,17,0.375,1,39.8235294117647,431,0.417910447761194,0.8,1.0,76.1,0.24528301886792453,778,832,60,0.42857142857142855,0.8571428571428571,0.15625,1,0.4,0.4,0,2.833333333333333,49.990000000000016,0.5425159914712153,0.6647708894878707,0.32232142857142854,0.4,0.05,0.4205409316289174,0.76,0.4714597918845798,58
CAND_0000360,0.5428571428571428,15,0.375,2,20.4,131,0.0,0.7616438356164381,0.5402298850574712,30.0,0.09433962264150943,231,94,90,0.5571428571428572,0.7142857142857142,0.3177083333333333,0,0.6000000000000001,0.2,0,1.744186046511628,38.27,0.4542857142857143,0.5319293096869944,0.44747023809523806,0.2,0.0,0.41996770717549414,0.7616438356164381,0.47121912644163577,59
CAND_0001623,0.07857142857142857,12,0.0,2,26.75,98,0.3208955223880597,0.8095890410958901,0.3218390804597701,94.6,0.5283018867924528,8,984,90,0.9142857142857141,0.5714285714285714,0.31249999999999994,0,0.8,0.2,0,5.714285714285714,44.85,0.5876972281449894,0.6523334547141375,0.10178571428571428,0.2,0.0,0.4109920107722519,0.8095890410958901,0.4707815653207976,60
CAND_0001734,0.4928571428571429,12,0.375,2,27.08333333333333,220,0.38432835820895517,0.35205479452054794,0.8505747126436782,8.5,0.07547169811320754,370,271,60,0.3285714285714287,0.5714285714285714,0.2760416666666667,0,0.8,0.6000000000000001,0,1.5189873417721518,38.23,0.606727078891258,0.4166714815800385,0.4141369047619048,0.6000000000000001,0.0,0.4895593540629871,0.35205479452054794,0.46893367013162124,61
CAND_0000968,0.8857142857142857,7,0.5,2,16.857142857142858,39,0.5796019900497512,0.6999999999999997,0.28735632183908044,26.1,0.16981132075471697,147,211,150,0.7142857142857144,0.14285714285714285,0.45,0,0.2,0.4,2,0.5223880597014925,39.13,0.2967377398720682,0.49365848746785623,0.6828571428571428,0.4,0.0,0.4281410791566842,0.6999999999999997,0.4689199172831815,62
CAND_0000015,0.3142857142857143,10,0.25,1,22.9,86,0.0,0.7452054794520548,0.3218390804597701,117.7,0.1509433962264151,164,361,90,0.5999999999999999,0.42857142857142855,0.236111111111111,0,1.0,0.4,0,1.851851851851852,35.18,0.5285714285714286,0.4914703671684447,0.27936507936507937,0.4,0.0,0.41956391470353027,0.7452054794520548,0.46841014941580894,63
CAND_0000940,0.9928571428571429,9,0.625,1,16.22222222222222,66,0.5211442786069651,0.5890410958904109,0.011494252873563218,180.6,0.1509433962264151,123,440,30,0.5428571428571429,0.42857142857142855,0.40624999999999994,0,0.2,0.4,0,0.6040268456375839,30.590000000000007,0.3649147121535181,0.3477980545967462,0.7651785714285715,0.4,0.0,0.4468201386378994,0.5890410958904109,0.4681532822257761,64
CAND_0000417,0.48571428571428565,10,0.25,2,21.4,84,0.0,0.5178082191780822,0.8275862068965516,25.5,0.018867924528301886,53,652,150,0.5857142857142856,0.5714285714285714,0.4305555555555555,0,0.8,0.6000000000000001,0,1.2820512820512822,39.51,0.49142857142857144,0.5090458704849842,0.403968253968254,0.6000000000000001,0.0,0.45937266616048894,0.5178082191780822,0.4681379991131279,65
CAND_0001228,0.9785714285714284,11,0.5,2,17.90909090909091,77,0.0,0.7931506849315069,0.7471264367816091,276.2,0.03773584905660377,131,203,120,0.18571428571428578,0.42857142857142855,0.5125,0,0.2,0.4,2,0.7482993197278912,37.53,0.20857142857142857,0.5090743758756076,0.7417857142857143,0.4,0.0,0.41068987517512145,0.7931506849315069,0.46805899663857925,66
CAND_0001262,0.4285714285714286,12,0.25,2,19.416666666666668,109,0.6455223880597014,0.6863013698630136,0.735632183908046,214.4,0.0,244,51,150,0.8714285714285714,0.14285714285714285,0.3680555555555555,0,0.4,0.6000000000000001,0,1.7142857142857142,47.81,0.3965138592750533,0.5983992397147805,0.36289682539682544,0.6000000000000001,0.0,0.4290095980021838,0.6863013698630136,0.46760336378130823,67
CAND_0000341,0.8142857142857143,8,0.625,2,21.0,53,0.5472636815920398,0.6904109589041096,0.7931034482758621,179.3,0.11320754716981132,95,452,90,0.4142857142857143,0.14285714285714285,0.3020833333333333,0,0.2,0.4,2,0.6451612903225806,43.93,0.28703624733475475,0.545418349976509,0.6550595238095238,0.4,0.0,0.42766304988158466,0.6904109589041096,0.4670752362349634,68
CAND_0000874,0.37857142857142856,13,0.25,1,18.307692307692307,169,0.0,0.5150684931506848,0.632183908045977,158.9,0.20754716981132074,285,147,120,0.5571428571428572,0.14285714285714285,0.31249999999999994,0,1.0,1.0,0,2.063492063492064,37.17,0.4428571428571429,0.4912579550050695,0.3267857142857143,1.0,0.0,0.4570908767152996,0.5150684931506848,0.46578751918060735,69
