candidate_id,experience,num_skills,career_length,education_count,avg_skill_duration,total_endorsements,github,profile_complete,response_rate,response_time,saved,searches,connections,notice,interview_rate,production_ai_skills,avg_job_duration,job_hopper,production_score,startup_score,research_score,skill_experience_ratio,quality_score
CAND_0000038,6.7,11,3,1,18.90909090909091,135,37.8,35.8,0.2,61.0,18,300,316,90,0.75,4,26.333333333333332,0,2,2,0,1.6417910447761193,29.589999999999996
CAND_0000039,3.9,9,2,2,18.0,94,-1.0,28.3,0.52,40.1,6,146,102,30,0.74,2,23.0,0,1,1,0,2.307692307692308,28.410000000000004
CAND_0000040,1.6,9,1,1,17.666666666666668,90,-1.0,39.5,0.46,268.3,1,95,176,90,0.8,2,19.0,0,0,0,0,5.625,29.45
CAND_0000041,13.7,9,5,1,13.777777777777779,77,-1.0,75.9,0.07,135.3,6,150,143,90,0.85,3,32.4,0,1,2,0,0.6569343065693432,30.730000000000004
CAND_0000042,5.0,10,3,2,17.0,76,-1.0,58.6,0.58,24.8,9,34,591,30,0.35,0,19.666666666666668,0,1,1,2,2.0,29.970000000000002
CAND_0000043,8.3,17,4,2,28.0,247,-1.0,57.0,0.04,223.5,2,167,102,120,0.72,6,24.75,0,3,2,0,2.048192771084337,24.300000000000004
CAND_0000044,5.7,6,2,2,13.5,37,6.5,30.6,0.66,179.1,18,288,58,90,0.66,1,34.0,0,2,2,0,1.0526315789473684,32.970000000000006
CAND_0000045,12.2,6,7,2,20.166666666666668,36,-1.0,25.4,0.62,20.8,6,23,490,60,0.33,2,20.428571428571427,0,1,2,0,0.49180327868852464,23.73
CAND_0000046,7.8,6,3,2,20.5,30,20.9,74.8,0.41,209.8,7,166,301,30,0.4,1,31.0,0,0,2,0,0.7692307692307693,32.50000000000001
CAND_0000047,2.4,7,1,1,13.571428571428571,55,-1.0,79.7,0.39,109.1,4,14,444,90,0.54,0,28.0,0,0,2,0,2.916666666666667,32.540000000000006
CAND_0000048,9.7,5,4,2,24.4,29,-1.0,62.2,0.65,97.9,5,131,225,120,0.42,1,28.5,0,3,2,0,0.5154639175257733,32.99
CAND_0000049,11.8,6,3,1,11.333333333333334,36,-1.0,64.0,0.59,109.3,6,100,514,120,0.56,1,47.0,0,0,2,0,0.5084745762711864,34.1
CAND_0000050,13.5,7,4,2,19.571428571428573,38,44.7,42.5,0.42,108.7,2,87,245,90,0.58,1,40.0,0,1,2,0,0.5185185185185185,30.67
CAND_0000051,6.2,10,2,2,17.2,80,-1.0,34.8,0.73,168.4,14,71,303,90,0.93,0,37.0,0,0,2,0,1.6129032258064515,37.71
CAND_0000052,1.4,5,1,1,23.6,24,-1.0,31.6,0.48,193.5,9,147,540,90,0.53,1,16.0,1,0,0,0,3.5714285714285716,25.320000000000004
CAND_0000053,3.9,10,2,1,12.5,67,30.2,42.3,0.35,242.8,7,151,76,90,0.66,2,23.0,0,1,2,0,2.5641025641025643,29.830000000000002
CAND_0000054,4.9,14,2,1,17.0,94,-1.0,68.0,0.25,99.2,15,104,244,90,0.69,3,29.0,0,0,2,0,2.8571428571428568,31.600000000000005
CAND_0000055,7.3,9,4,1,17.444444444444443,43,17.3,85.2,0.45,183.9,19,128,236,150,0.48,2,21.5,0,2,1,0,1.2328767123287672,38.27000000000001
CAND_0000056,1.3,14,1,1,22.0,205,-1.0,37.7,0.59,155.0,8,213,302,60,0.47,3,15.0,1,0,1,0,10.769230769230768,27.94
CAND_0000057,3.3,6,2,2,15.166666666666666,51,-1.0,34.4,0.43,161.3,12,157,189,60,0.45,1,19.5,0,1,2,2,1.8181818181818183,24.230000000000004
CAND_0000058,10.1,10,4,1,16.8,79,-1.0,28.2,0.7,15.0,1,68,389,90,0.75,1,30.0,0,1,2,0,0.9900990099009901,31.340000000000003
CAND_0000059,1.5,13,1,2,20.23076923076923,171,-1.0,66.3,0.16,207.4,7,177,199,90,0.49,1,18.0,0,2,1,0,8.666666666666666,25.210000000000004
CAND_0000060,8.0,12,4,2,20.5,144,-1.0,87.8,0.22,93.5,4,256,586,120,0.69,2,23.75,0,4,3,0,1.5,33.660000000000004
CAND_0000061,7.7,9,3,2,19.444444444444443,66,-1.0,58.0,0.17,35.9,14,94,606,60,0.46,2,30.666666666666668,0,3,2,0,1.1688311688311688,24.600000000000005
CAND_0000062,4.3,10,1,2,18.5,124,45.9,85.8,0.69,61.5,7,80,466,90,0.89,3,51.0,0,0,1,0,2.3255813953488373,50.3
CAND_0000063,5.4,14,2,2,15.357142857142858,150,61.4,47.8,0.77,57.8,15,106,791,90,0.79,1,32.0,0,2,1,0,2.5925925925925926,45.550000000000004
CAND_0000064,4.5,10,2,1,16.1,95,-1.0,70.6,0.26,226.0,12,125,411,60,0.77,0,26.5,0,0,2,0,2.2222222222222223,32.769999999999996
CAND_0000065,9.7,10,4,1,22.0,113,-1.0,31.8,0.27,251.5,2,80,202,90,0.44,1,28.75,0,1,2,2,1.0309278350515465,18.860000000000007
CAND_0000066,2.4,11,1,2,14.363636363636363,119,-1.0,34.6,0.42,61.4,6,132,589,90,0.51,2,28.0,0,0,2,0,4.583333333333334,24.169999999999998
CAND_0000067,3.9,10,2,2,20.2,106,2.2,47.1,0.45,71.7,3,244,409,150,0.77,3,23.0,0,1,1,0,2.5641025641025643,31.09
CAND_0000068,1.5,13,1,2,17.692307692307693,74,20.2,61.4,0.55,219.9,5,166,55,30,0.89,3,18.0,0,2,0,0,8.666666666666666,39.900000000000006
CAND_0000069,13.0,8,5,1,16.625,54,-1.0,55.0,0.43,33.0,5,52,552,90,0.53,1,30.8,0,1,2,2,0.6153846153846154,28.500000000000004
CAND_0000070,4.2,7,2,1,16.571428571428573,54,-1.0,74.6,0.06,249.8,1,96,551,90,0.65,1,25.0,0,0,0,0,1.6666666666666665,26.12
CAND_0000071,1.8,16,1,1,19.375,180,53.3,67.8,0.17,49.3,1,229,163,120,0.47,3,21.0,0,2,0,0,8.88888888888889,29.989999999999995
CAND_0000072,7.0,10,4,2,17.3,108,19.8,37.6,0.14,89.1,12,99,526,30,0.93,1,20.5,0,4,3,0,1.4285714285714286,28.700000000000003
CAND_0000073,12.1,6,4,1,17.833333333333332,48,-1.0,65.8,0.72,151.9,8,62,270,90,0.53,1,35.75,0,1,2,0,0.49586776859504134,37.010000000000005
CAND_0000074,1.9,15,1,2,15.0,62,-1.0,66.2,0.73,207.5,2,47,179,60,0.83,4,22.0,0,0,1,0,7.894736842105264,41.04
CAND_0000075,5.2,6,4,2,18.833333333333332,111,27.8,36.7,0.68,32.0,4,61,252,30,0.54,1,15.25,1,1,2,0,1.1538461538461537,32.720000000000006
CAND_0000076,12.0,5,4,1,12.8,52,-1.0,82.3,0.44,129.7,7,146,456,60,0.68,0,35.5,0,0,2,0,0.4166666666666667,36.61
CAND_0000077,8.7,14,3,1,19.071428571428573,130,-1.0,55.2,0.4,15.6,6,2,405,120,0.51,0,34.666666666666664,0,1,1,0,1.6091954022988506,27.740000000000002
CAND_0000078,10.3,8,4,1,20.875,70,2.5,59.4,0.19,29.0,3,8,424,150,0.6,0,30.75,0,1,2,0,0.7766990291262136,25.580000000000002
CAND_0000079,13.2,6,6,1,17.666666666666668,35,-1.0,76.7,0.12,183.5,0,5,297,90,0.72,0,26.166666666666668,0,0,2,0,0.4545454545454546,28.640000000000004
CAND_0000080,8.3,7,3,2,24.0,47,-1.0,69.3,0.17,88.9,10,14,256,90,0.83,0,32.666666666666664,0,1,2,0,0.8433734939759036,31.41
CAND_0000081,10.1,9,4,2,17.11111111111111,68,-1.0,27.4,0.31,152.3,8,130,455,90,0.45,1,30.0,0,1,2,2,0.8910891089108911,19.830000000000002
CAND_0000082,7.4,11,3,2,25.90909090909091,197,-1.0,66.2,0.82,14.4,7,331,674,120,0.9,2,29.333333333333332,0,4,3,0,1.4864864864864864,44.94
CAND_0000083,6.7,17,3,1,15.117647058823529,78,39.0,56.6,0.49,209.6,7,163,247,90,0.48,3,26.333333333333332,0,0,2,0,2.5373134328358207,33.67
CAND_0000084,10.6,7,6,2,20.714285714285715,66,-1.0,25.1,0.57,220.2,3,179,191,90,0.4,0,20.666666666666668,0,1,2,2,0.6603773584905661,22.97
CAND_0000085,12.9,9,5,2,14.555555555555555,138,-1.0,73.8,0.77,13.4,9,176,12,90,0.52,0,30.6,0,1,1,2,0.6976744186046512,39.36
CAND_0000086,4.9,7,2,2,22.571428571428573,84,7.0,49.5,0.41,40.9,0,17,394,90,0.59,0,29.0,0,1,2,0,1.4285714285714284,27.850000000000005
CAND_0000087,2.5,11,1,1,19.0,94,34.0,64.4,0.7,140.2,10,45,324,120,0.45,1,30.0,0,0,2,0,4.4,38.730000000000004
CAND_0000088,7.6,15,3,1,17.333333333333332,135,-1.0,32.1,0.53,62.7,2,233,755,30,0.66,1,30.0,0,1,1,0,1.973684210526316,27.470000000000006
CAND_0000089,1.1,6,1,2,12.166666666666666,42,-1.0,47.9,0.69,126.6,8,179,491,150,0.47,2,13.0,1,0,0,0,5.454545454545454,31.83
CAND_0000090,1.7,15,1,1,17.133333333333333,142,-1.0,77.7,0.49,56.7,5,184,29,90,0.49,3,20.0,0,0,1,0,8.823529411764707,33.79
CAND_0000091,3.6,16,1,1,17.0,154,55.2,69.1,0.29,74.1,1,87,139,120,0.5,1,43.0,0,2,1,0,4.444444444444445,33.14
CAND_0000092,4.8,7,2,2,18.571428571428573,44,-1.0,64.3,0.05,15.8,12,53,250,90,0.34,2,28.5,0,1,1,2,1.4583333333333335,21.01
CAND_0000093,8.2,9,4,2,16.88888888888889,72,20.1,56.5,0.72,47.7,2,108,303,90,0.69,2,24.0,0,1,2,0,1.0975609756097562,38.76
CAND_0000094,2.6,10,2,1,16.9,112,10.1,72.5,0.55,262.2,7,63,337,60,0.42,2,15.5,1,1,2,0,3.846153846153846,34.260000000000005
CAND_0000095,6.7,5,2,2,22.8,36,-1.0,76.7,0.27,108.3,6,55,515,150,0.51,1,40.0,0,1,2,0,0.7462686567164178,29.590000000000003
CAND_0000096,3.2,13,2,2,17.615384615384617,90,-1.0,84.2,0.68,174.3,11,153,194,90,0.84,4,18.5,0,1,2,0,4.0625,45.29
CAND_0000097,5.8,17,2,1,12.588235294117647,87,-1.0,30.3,0.46,35.3,0,71,82,30,0.48,3,34.5,0,1,2,0,2.931034482758621,22.960000000000004
CAND_0000098,1.7,9,1,1,14.777777777777779,65,-1.0,83.1,0.65,97.0,8,172,318,30,0.6,0,20.0,0,0,2,0,5.294117647058823,39.92000000000001
CAND_0000099,2.6,16,2,1,17.8125,205,-1.0,71.3,0.81,87.3,2,104,473,90,0.47,4,15.5,1,2,1,0,6.153846153846153,38.459999999999994
CAND_0000100,13.5,7,6,1,20.428571428571427,107,-1.0,68.3,0.06,164.7,6,86,51,90,0.44,1,26.333333333333332,0,1,2,2,0.5185185185185185,22.560000000000002
CAND_0000101,7.0,9,2,1,19.88888888888889,58,-1.0,33.2,0.46,88.3,8,154,463,120,0.84,4,41.5,0,0,1,0,1.2857142857142858,30.09
CAND_0000102,3.7,5,2,1,14.4,37,-1.0,47.8,0.33,162.7,4,143,211,30,0.77,2,22.0,0,0,2,0,1.3513513513513513,28.610000000000003
CAND_0000103,11.7,7,4,2,14.571428571428571,55,-1.0,63.8,0.31,110.7,10,92,452,90,0.42,1,34.5,0,1,2,0,0.5982905982905983,27.060000000000006
CAND_0000104,8.1,5,3,2,11.6,31,9.5,46.2,0.81,139.5,15,93,291,90,0.52,2,32.0,0,2,2,0,0.617283950617284,36.94000000000001
CAND_0000105,12.0,8,4,2,11.25,63,-1.0,46.0,0.24,184.9,3,102,153,120,0.37,1,35.75,0,1,2,2,0.6666666666666666,20.200000000000003
CAND_0000106,6.6,9,2,2,20.666666666666668,63,-1.0,58.6,0.2,97.2,3,87,417,90,0.72,0,39.0,0,1,0,2,1.3636363636363638,26.970000000000002
CAND_0000107,11.5,8,3,1,19.25,73,-1.0,26.5,0.18,185.4,10,170,59,150,0.38,1,45.666666666666664,0,1,2,0,0.6956521739130435,16.400000000000006
CAND_0000108,3.6,9,2,1,18.444444444444443,47,25.6,85.0,0.81,34.0,15,255,295,60,0.75,1,21.0,0,2,2,0,2.5,49.66000000000001
CAND_0000109,2.2,11,2,2,15.181818181818182,90,-1.0,40.0,0.7,59.2,5,6,485,90,0.3,2,13.0,1,0,2,0,5.0,27.55
CAND_0000110,9.8,15,5,1,16.666666666666668,135,64.0,34.9,0.67,213.8,12,75,136,150,0.86,2,23.2,0,0,2,0,1.530612244897959,41.78
CAND_0000111,2.5,7,2,2,14.285714285714286,61,-1.0,53.8,0.49,148.5,6,110,356,120,0.31,0,14.5,1,0,2,0,2.8,26.21
CAND_0000112,3.8,18,1,1,27.22222222222222,247,79.4,82.5,0.31,54.2,4,22,918,45,0.9,5,45.0,0,1,1,0,4.736842105263158,45.39000000000001
CAND_0000113,1.8,8,1,1,13.875,41,-1.0,58.5,0.15,8.9,16,222,305,60,0.8,1,21.0,0,0,2,0,4.444444444444445,29.300000000000004
CAND_0000114,14.3,7,7,1,21.428571428571427,63,-1.0,56.2,0.62,43.6,6,85,504,60,0.39,2,24.142857142857142,0,1,2,0,0.4895104895104895,30.790000000000003
CAND_0000115,7.8,5,4,1,15.0,49,-1.0,78.3,0.53,36.8,1,42,90,120,0.66,1,23.25,0,0,2,0,0.6410256410256411,36.510000000000005
CAND_0000116,7.3,14,4,1,18.5,126,7.5,78.6,0.74,77.6,5,222,693,150,0.46,3,21.75,0,4,3,0,1.9178082191780823,39.76999999999999
CAND_0000117,7.9,9,3,2,20.77777777777778,80,50.3,32.5,0.58,165.7,16,121,209,90,0.72,3,31.333333333333332,0,0,2,0,1.1392405063291138,36.73
CAND_0000118,7.2,10,2,2,12.1,70,-1.0,52.0,0.16,237.2,8,75,569,120,0.34,1,43.0,0,1,1,0,1.3888888888888888,20.150000000000006
CAND_0000119,10.1,9,4,1,11.11111111111111,65,-1.0,29.2,0.71,246.2,8,17,242,120,0.67,0,30.0,0,1,2,0,0.8910891089108911,31.490000000000002
CAND_0000120,5.7,20,3,1,12.35,81,-1.0,69.0,0.58,250.4,8,130,564,60,0.41,3,22.333333333333332,0,1,2,0,3.508771929824561,33.25
CAND_0000121,3.7,15,2,1,13.866666666666667,66,-1.0,30.6,0.54,169.8,9,175,596,30,0.33,4,21.5,0,1,2,0,4.0540540540540535,23.820000000000004
CAND_0000122,9.7,7,4,1,18.857142857142858,78,1.6,82.4,0.5,244.8,3,105,328,150,0.78,1,28.75,0,0,2,0,0.7216494845360826,38.99
CAND_0000123,10.0,8,4,2,18.25,70,-1.0,49.7,0.56,90.4,7,53,562,90,0.4,0,29.75,0,0,1,0,0.8,28.240000000000002
CAND_0000124,7.6,10,4,2,15.9,72,-1.0,61.6,0.33,131.5,4,53,194,90,0.57,2,22.25,0,1,2,0,1.3157894736842106,28.470000000000002
CAND_0000125,6.5,6,3,2,27.0,56,-1.0,44.9,0.1,82.5,0,128,196,150,0.69,1,25.666666666666668,0,0,2,0,0.9230769230769231,21.53
CAND_0000126,2.5,6,1,1,12.666666666666666,51,6.4,82.0,0.29,253.2,8,39,25,120,0.85,1,30.0,0,1,1,0,2.4,37.040000000000006
CAND_0000127,6.7,14,3,2,18.928571428571427,105,-1.0,44.2,0.4,66.2,17,112,587,60,0.68,1,26.333333333333332,0,3,1,0,2.08955223880597,30.04000000000001
CAND_0000128,8.5,14,3,2,17.571428571428573,88,-1.0,55.9,0.2,82.2,9,134,291,120,0.81,2,33.333333333333336,0,2,1,0,1.6470588235294117,29.13
CAND_0000129,8.0,8,2,1,20.75,50,-1.0,61.8,0.38,42.4,7,34,35,120,0.6,0,48.0,0,1,2,0,1.0,30.210000000000004
CAND_0000130,8.6,16,3,2,21.375,152,-1.0,34.8,0.83,150.0,15,27,639,150,0.74,4,34.0,0,3,2,0,1.8604651162790697,37.71
CAND_0000131,4.8,8,2,1,30.375,156,-1.0,85.9,0.62,55.5,16,283,103,60,0.65,2,28.0,0,0,4,0,1.6666666666666667,42.13000000000001
CAND_0000132,7.7,6,3,2,18.5,52,7.5,65.6,0.48,58.9,5,49,547,90,0.52,0,30.333333333333332,0,1,2,0,0.7792207792207793,32.22
CAND_0000133,11.7,13,5,2,12.23076923076923,36,-1.0,75.1,0.42,172.5,5,111,407,120,0.63,3,27.6,0,1,2,2,1.1111111111111112,34.02
CAND_0000134,8.6,11,2,1,20.363636363636363,181,-1.0,79.5,0.79,29.1,5,119,576,120,0.44,3,51.0,0,2,1,0,1.2790697674418605,39.6
CAND_0000135,8.2,10,3,2,12.4,64,-1.0,35.0,0.49,51.6,6,44,251,90,0.36,1,32.333333333333336,0,1,2,0,1.2195121951219514,23.400000000000006
CAND_0000136,6.5,12,2,1,16.666666666666668,77,-1.0,85.1,0.81,114.0,8,2,770,90,0.8,4,39.0,0,3,2,0,1.8461538461538463,47.22
CAND_0000137,10.9,8,5,1,16.875,76,43.9,82.1,0.42,271.9,7,115,80,60,0.73,0,25.8,0,1,2,0,0.7339449541284403,41.41
CAND_0000138,8.3,10,3,1,12.7,86,0.2,59.4,0.75,152.7,1,132,294,120,0.54,2,32.666666666666664,0,1,2,2,1.2048192771084336,35.45000000000001
CAND_0000139,5.6,9,2,2,19.0,63,33.1,83.8,0.5,243.4,10,87,471,60,0.67,0,33.0,0,0,0,0,1.6071428571428572,41.620000000000005
CAND_0000140,8.1,6,3,1,26.333333333333332,43,-1.0,50.0,0.29,256.8,7,3,70,150,0.62,1,32.0,0,0,2,0,0.7407407407407408,26.350000000000005
CAND_0000141,1.5,8,1,1,14.875,68,-1.0,61.8,0.54,11.9,6,123,433,90,0.8,1,18.0,0,0,0,0,5.333333333333333,36.16
CAND_0000142,5.1,16,2,1,21.5625,184,-1.0,84.6,0.39,114.3,16,148,45,60,0.64,1,30.0,0,3,2,0,3.1372549019607847,37.22
CAND_0000143,7.7,10,3,1,18.7,117,5.6,41.6,0.45,240.2,1,161,497,150,0.56,2,30.333333333333332,0,0,2,0,1.2987012987012987,26.729999999999997
CAND_0000144,14.7,11,6,1,12.545454545454545,105,-1.0,65.4,0.2,60.0,9,20,24,60,0.77,1,28.833333333333332,0,0,2,0,0.7482993197278912,30.180000000000007
CAND_0000145,3.4,8,2,1,12.125,53,-1.0,26.7,0.07,116.3,1,98,144,90,0.73,1,20.0,0,1,2,0,2.3529411764705883,18.14
CAND_0000146,6.6,10,2,1,16.3,101,-1.0,40.0,0.61,73.5,10,173,350,120,0.78,1,39.0,0,1,1,0,1.5151515151515151,33.65
CAND_0000147,5.2,9,2,1,16.555555555555557,66,-1.0,75.7,0.16,28.8,6,78,499,60,0.62,1,31.0,0,1,1,0,1.7307692307692306,28.790000000000003
CAND_0000148,13.9,10,6,1,16.6,82,43.2,64.0,0.67,211.1,2,72,559,30,0.39,1,27.333333333333332,0,1,2,2,0.7194244604316546,36.870000000000005
CAND_0000149,14.9,11,6,1,18.636363636363637,96,-1.0,37.1,0.23,44.9,4,78,459,30,0.48,1,29.333333333333332,0,1,2,2,0.7382550335570469,20.020000000000003
CAND_0000150,5.4,6,2,1,12.166666666666666,51,-1.0,50.7,0.43,76.7,5,15,137,30,0.4,0,32.0,0,0,2,0,1.111111111111111,25.590000000000003
CAND_0000151,6.3,7,3,2,16.142857142857142,39,23.9,50.3,0.44,259.0,12,79,461,150,0.72,3,24.666666666666668,0,1,2,0,1.1111111111111112,34.35
CAND_0000152,4.0,11,2,1,15.727272727272727,99,-1.0,38.5,0.51,147.8,9,94,37,150,0.49,2,23.5,0,1,1,0,2.75,26.950000000000003
CAND_0000153,3.8,7,2,1,18.285714285714285,81,28.0,72.0,0.24,28.9,0,134,470,30,0.42,2,22.5,0,1,1,0,1.842105263157895,28.650000000000002
CAND_0000154,9.9,9,3,2,22.77777777777778,40,-1.0,29.0,0.54,247.2,8,167,378,150,0.78,2,39.333333333333336,0,1,1,2,0.9090909090909091,29.75
CAND_0000155,3.2,9,1,2,21.333333333333332,143,44.0,45.7,0.3,17.4,2,114,42,60,0.87,1,38.0,0,0,2,0,2.8125,33.09
CAND_0000156,5.5,7,3,1,28.571428571428573,66,-1.0,39.3,0.19,11.0,3,7,119,30,0.82,3,21.666666666666668,0,0,2,0,1.2727272727272727,24.810000000000002
CAND_0000157,3.1,9,2,1,17.666666666666668,113,-1.0,82.5,0.4,8.5,6,56,535,120,0.33,0,18.5,0,1,2,0,2.903225806451613,30.55
CAND_0000158,4.4,12,2,1,19.0,129,37.3,67.9,0.22,98.7,5,167,46,150,0.52,1,26.0,0,0,2,0,2.727272727272727,30.460000000000008
CAND_0000159,4.4,12,2,1,20.75,170,42.7,56.9,0.55,187.7,18,117,438,90,0.56,2,26.0,0,2,2,0,2.727272727272727,38.250000000000014
CAND_0000160,7.0,9,2,1,9.666666666666666,73,-1.0,70.8,0.29,155.7,12,12,571,120,0.67,4,41.5,0,1,1,0,1.2857142857142858,32.36
CAND_0000161,12.4,10,7,1,15.5,77,-1.0,62.8,0.56,158.1,8,77,387,60,0.68,2,21.0,0,1,2,0,0.8064516129032258,35.56000000000001
CAND_0000162,13.8,10,4,1,15.6,65,-1.0,73.3,0.42,116.7,9,128,458,120,0.53,1,41.0,0,1,2,0,0.7246376811594203,32.660000000000004
CAND_0000163,12.3,6,7,2,16.833333333333332,53,12.6,37.6,0.43,36.2,7,27,453,60,0.39,0,20.714285714285715,0,0,2,0,0.4878048780487805,24.380000000000003
