candidate_id,experience,num_skills,career_length,education_count,avg_skill_duration,total_endorsements,github,profile_complete,response_rate,response_time,saved,searches,connections,notice,interview_rate,production_ai_skills,avg_job_duration,job_hopper,production_score,startup_score,research_score,skill_experience_ratio,quality_score,technical_score,behavior_score,career_score,innovation_score,penalty,recruiter_score,confidence,final_score,rank,semantic_score,ranking_score
CAND_0001360,0.5214285714285715,7,0.375,2,16.0,50,0.3868159203980099,0.5986301369863014,0.7816091954022988,222.5,0.0,99,169,120,0.3142857142857143,0.0,0.3020833333333333,0,0.0,0.4,0,0.8433734939759036,39.05,0.1160447761194029,0.467779989652923,0.4336309523809524,0.4,0.0,0.2883816464735839,0.5986301369863014,0.3349189200504915,11,0.89268345,0.6695776477855164
CAND_0001659,0.6214285714285713,5,0.25,2,20.2,36,0.6057213930348259,0.7643835616438355,0.1149425287356321,175.6,0.0754716981132075,63,110,90,0.5285714285714287,0.0,0.5902777777777779,0,0.2,0.4,0,0.5154639175257733,34.580000000000005,0.2617164179104477,0.4170785040961777,0.5037698412698413,0.4,0.0,0.3540447283008749,0.7643835616438355,0.415595553302319,12,0.8387344,0.6694788662527208
CAND_0000426,0.35,14,0.25,1,24.928571428571427,155,0.0,0.4452054794520547,0.6896551724137931,198.5,0.320754716981132,87,217,30,0.2285714285714286,0.7142857142857142,0.2708333333333333,0,0.6000000000000001,0.4,0,2.372881355932204,34.65,0.4542857142857143,0.4381009400221796,0.3041666666666667,0.4,0.0,0.3853761403853883,0.4452054794520547,0.3943505412453883,13,0.8524193,0.6691918184802721
CAND_0001675,0.3642857142857142,11,0.25,1,23.181818181818183,155,0.0,0.2931506849315068,0.8735632183908046,94.3,0.1886792452830188,144,29,150,0.6428571428571428,0.1428571428571428,0.2916666666666667,0,0.4,0.0,0,1.8032786885245904,38.330000000000005,0.2028571428571428,0.4873008219517608,0.3154761904761904,0.0,0.0,0.2574720691522569,0.2931506849315068,0.2628238615191444,14,0.9346612,0.6659262822785562
CAND_0000919,0.6,5,0.5,2,16.2,41,0.7300995024875622,0.7150684931506848,0.6666666666666665,71.3,0.0188679245283018,201,69,120,0.8714285714285714,0.0,0.2541666666666666,0,0.6000000000000001,0.4,0,0.5319148936170213,47.81,0.4590298507462687,0.5949999384607809,0.5008333333333332,0.4,0.0,0.467820261323997,0.7150684931506848,0.5049074960980001,15,0.7651377,0.6610456316961123
CAND_0001052,0.75,10,0.375,1,15.5,64,0.0,0.7178082191780821,0.6206896551724137,144.4,0.1509433962264151,162,70,60,0.4571428571428571,0.0,0.4999999999999999,0,0.2,0.2,0,0.8695652173913043,37.73,0.08,0.5280225411792866,0.5875,0.2,0.0,0.3044795082358573,0.7178082191780821,0.366478814877191,16,0.8529539,0.6583639201311743
CAND_0000707,0.4642857142857143,9,0.25,1,12.22222222222222,70,0.5932835820895522,0.7315068493150685,0.5632183908045978,190.5,0.0,57,550,30,0.7714285714285714,0.1428571428571428,0.4097222222222222,0,0.2,0.4,0,1.2,43.85000000000001,0.3008422174840085,0.5511177092471377,0.3890873015873016,0.4,0.0,0.3678322542398564,0.7315068493150685,0.4223834435011382,17,0.81554294,0.6582791689978216
CAND_0001449,0.7142857142857143,7,0.25,1,22.857142857142858,29,0.0472636815920397,0.5191780821917809,0.2873563218390804,41.6,0.2075471698113207,43,162,30,0.7857142857142856,0.0,0.6944444444444444,0,0.2,0.0,2,0.6363636363636364,33.06,0.0941791044776119,0.4522037003320147,0.571031746031746,0.0,0.0,0.2708703183653842,0.5191780821917809,0.3081164829393437,18,0.8853801,0.6544746586664602
CAND_0000235,0.6714285714285715,11,0.375,2,15.0,84,0.2922885572139303,0.5150684931506848,0.6436781609195401,253.2,0.0,22,325,30,0.6714285714285715,0.4285714285714285,0.4322916666666667,0,0.2,0.4,2,1.0576923076923077,38.72,0.2962579957356077,0.475479227118339,0.5346726190476191,0.4,0.0,0.3872671984798157,0.5150684931506848,0.406437392680446,19,0.8142435,0.6511210603112378
CAND_0000262,0.2785714285714286,11,0.25,2,17.818181818181817,146,0.3507462686567164,0.617808219178082,0.4827586206896552,138.7,0.2641509433962264,208,262,120,0.4857142857142858,0.2857142857142857,0.1944444444444443,0,0.4,0.6000000000000001,0,2.2448979591836733,38.190000000000005,0.3509381663113006,0.486895577706845,0.2531746031746031,0.6000000000000001,0.0,0.36104803285954,0.617808219178082,0.3995620608073214,20,0.8186107,0.6509912669556037
CAND_0000937,0.1857142857142857,14,0.0,1,23.071428571428573,196,0.4651741293532337,0.0876712328767123,0.5172413793103448,149.8,0.320754716981132,268,392,60,0.5714285714285714,0.2857142857142857,0.6875,0,0.0,0.2,0,3.888888888888889,33.02,0.2252665245202558,0.3384319340163761,0.2303571428571428,0.2,0.0,0.2353822823256632,0.0876712328767123,0.2132256249083206,21,0.942461,0.6507669059234112
CAND_0000142,0.2928571428571428,16,0.125,1,21.5625,184,0.0,0.8164383561643833,0.4022988505747126,114.3,0.3018867924528302,148,45,60,0.4857142857142858,0.1428571428571428,0.4166666666666667,0,0.6000000000000001,0.4,0,3.1372549019607847,37.22,0.2828571428571429,0.5438483529346355,0.2672619047619047,0.4,0.0,0.3287280039202604,0.8164383561643833,0.4018845567568789,22,0.81593686,0.6503159467166524
CAND_0001082,0.4142857142857142,16,0.25,1,25.1875,163,0.0,0.7493150684931507,0.3793103448275862,5.7,0.5471698113207547,306,260,60,0.4857142857142858,0.2857142857142857,0.3472222222222222,0,0.4,0.8,0,2.3529411764705883,37.89000000000001,0.2457142857142857,0.5636646795865073,0.3515873015873016,0.8,0.0,0.3789154755998412,0.7493150684931507,0.4344754145338375,23,0.7891138,0.6472584694939549
CAND_0000061,0.4785714285714285,9,0.25,2,19.444444444444443,66,0.0,0.4520547945205479,0.1494252873563218,35.9,0.2641509433962264,94,606,60,0.2285714285714286,0.2857142857142857,0.4305555555555555,0,0.6000000000000001,0.4,0,1.1688311688311688,24.600000000000005,0.3257142857142857,0.2941199743148032,0.4003968253968254,0.4,0.0,0.3292089154978813,0.4520547945205479,0.3476357973512813,24,0.84683025,0.647152504002921
CAND_0000644,0.6857142857142857,8,0.375,2,22.5,112,0.3544776119402985,0.4465753424657534,0.4137931034482758,160.7,0.0377358490566037,21,487,120,0.6571428571428573,0.2857142857142857,0.4479166666666667,0,0.2,0.4,0,0.7547169811320755,34.370000000000005,0.2720575692963752,0.3987253869649748,0.5449404761904761,0.4,0.0,0.3648032241591641,0.4465753424657534,0.3770690419051525,25,0.8248163,0.6457174125422429
CAND_0000173,0.4928571428571429,10,0.25,2,14.6,89,0.0,0.8150684931506849,0.0919540229885057,276.7,0.1509433962264151,164,296,90,0.2,0.2857142857142857,0.4374999999999999,0,0.2,0.4,0,1.2658227848101264,27.500000000000004,0.1657142857142857,0.3784511575951491,0.4089285714285714,0.4,0.0,0.2842080886618869,0.8150684931506849,0.3638371493352066,26,0.8303936,0.6437710390858893
CAND_0000984,0.6285714285714287,10,0.375,1,15.0,64,0.4477611940298507,0.2698630136986301,0.3448275862068966,123.8,0.0943396226415094,203,599,30,0.9000000000000001,0.4285714285714285,0.4010416666666667,0,0.6000000000000001,0.4,0,1.020408163265306,34.64,0.5028997867803838,0.3795268758745466,0.5069940476190476,0.4,0.0,0.4438138017918247,0.2698630136986301,0.4177211835778455,27,0.7893367,0.6406905001321117
CAND_0000577,0.1357142857142857,16,0.0,1,20.375,142,0.0,0.4561643835616437,0.2068965517241379,12.1,0.3396226415094339,269,66,60,0.8571428571428572,0.2857142857142857,0.4999999999999999,0,0.4,0.2,0,5.517241379310345,32.71000000000001,0.2457142857142857,0.450734771908068,0.1678571428571428,0.2,0.0,0.2503969543816136,0.4561643835616437,0.2812620687586181,28,0.87731224,0.6388922209780261
CAND_0000274,0.1428571428571428,9,0.0,2,21.11111111111111,110,0.0,0.6452054794520548,0.4597701149425287,167.7,0.1886792452830188,222,299,120,0.6428571428571428,0.1428571428571428,0.5416666666666667,0,0.0,0.4,0,3.0,36.17,0.0428571428571428,0.5070717241718836,0.1797619047619048,0.4,0.0,0.20349767816771,0.6452054794520548,0.2697538483603617,29,0.8817829,0.6369713206475505
CAND_0001027,0.5785714285714285,12,0.25,1,21.33333333333333,123,0.0,0.7041095890410958,0.1954022988505747,28.3,0.3018867924528302,184,553,150,0.8571428571428572,0.1428571428571428,0.5416666666666667,0,1.0,0.4,0,1.3186813186813189,36.080000000000005,0.4428571428571429,0.5270948607961646,0.4726190476190476,0.4,0.0,0.440716591206852,0.7041095890410958,0.4802255408819885,30,0.74093795,0.6366530091308106
CAND_0000191,0.2857142857142857,10,0.375,1,19.5,122,0.0,0.5917808219178082,0.5057471264367817,207.1,0.3018867924528302,299,340,90,0.7857142857142856,0.1428571428571428,0.0989583333333333,1,0.6000000000000001,0.6000000000000001,0,2.0,38.94,0.2828571428571429,0.5510802849138514,0.2751488095238095,0.6000000000000001,0.05,0.3021461165065798,0.5621917808219178,0.3411529661538806,31,0.83242446,0.6359158933688246
CAND_0000428,0.9357142857142856,6,0.75,2,20.83333333333333,93,0.0,0.5013698630136987,0.735632183908046,202.5,0.0,4,12,60,0.5142857142857145,0.1428571428571428,0.2857142857142857,0,0.2,0.4,2,0.425531914893617,36.02,0.1228571428571428,0.4622446408889489,0.75,0.4,0.0,0.3690917853206469,0.5013698630136987,0.3889334969746046,32,0.8004367,0.6358354100794384
CAND_0000629,0.9357142857142856,6,0.5,2,14.0,37,0.0,0.4931506849315069,0.2758620689655172,83.1,0.1320754716981132,31,129,60,0.5714285714285714,0.0,0.4916666666666666,0,0.2,0.4,2,0.425531914893617,29.450000000000003,0.08,0.3822690655927436,0.7161904761904763,0.4,0.0,0.3275014321661678,0.4931506849315069,0.3523488200809687,33,0.8245691,0.6356809976540458
CAND_0001054,0.3285714285714285,10,0.125,1,13.6,75,0.2213930348258706,0.6397260273972603,0.471264367816092,63.1,0.1320754716981132,95,46,150,0.5571428571428572,0.2857142857142857,0.4791666666666667,0,0.0,0.4,0,1.7857142857142858,36.720000000000006,0.1521321961620468,0.4795638673112581,0.2976190476190476,0.4,0.0,0.2711704138318322,0.6397260273972603,0.3264537558666464,34,0.8407682,0.6350424331709383
CAND_0000761,0.2428571428571428,14,0.125,1,16.0,109,0.0,0.3260273972602739,0.5977011494252873,30.6,0.1698113207547169,215,104,90,0.6714285714285715,0.4285714285714285,0.3333333333333333,0,0.0,0.4,0,3.1818181818181817,34.26,0.1285714285714285,0.4317828548340754,0.225595238095238,0.4,0.0,0.234183951919196,0.3260273972602739,0.2479604687203577,35,0.89215845,0.634479256705825
CAND_0000265,0.1999999999999999,10,0.0,2,19.7,92,0.0,0.6849315068493149,0.4942528735632183,67.2,0.0,153,407,90,0.6714285714285715,0.2857142857142857,0.7291666666666667,0,0.2,0.2,0,2.631578947368421,36.3,0.1657142857142857,0.4975749600737791,0.2458333333333333,0.2,0.0,0.2472590396338034,0.6849315068493149,0.3129099097161302,36,0.8465737,0.6331081901514057
CAND_0000545,0.3642857142857142,10,0.25,1,11.9,80,0.5136815920398009,0.4150684931506849,0.2413793103448275,177.6,0.1886792452830188,27,281,90,0.8571428571428572,0.2857142857142857,0.2916666666666667,0,0.0,0.2,0,1.639344262295082,35.34,0.2398187633262259,0.4147832206741217,0.3154761904761904,0.2,0.0,0.2777531970843623,0.4150684931506849,0.2983504914943107,37,0.8533318,0.6313393268467478
CAND_0001206,0.5571428571428572,19,0.25,2,11.736842105263158,82,0.6343283582089552,0.4972602739726027,0.735632183908046,78.1,0.0,2,408,30,0.3999999999999999,0.7142857142857142,0.5138888888888888,0,0.2,0.4,0,2.1590909090909087,40.260000000000005,0.4845842217484007,0.4379491418674224,0.4563492063492064,0.4,0.0,0.4355108186601464,0.4972602739726027,0.4447732369570149,38,0.7552676,0.6310698787557368
CAND_0001668,0.1071428571428571,8,0.125,2,24.5,91,0.3893034825870646,0.5712328767123287,0.7701149425287355,33.7,0.4528301886792453,440,742,30,0.7,0.2857142857142857,0.09375,1,0.0,1.0,0,3.2,46.470000000000006,0.2025053304904051,0.623026280217348,0.1098214285714285,1.0,0.05,0.2830627453824888,0.5426712328767123,0.3220040185066223,39,0.8370044,0.6310042970503235
CAND_0000639,0.75,10,0.625,2,13.3,94,0.4278606965174129,0.0561643835616438,0.4597701149425287,152.3,0.0377358490566037,18,443,90,0.7428571428571429,0.2857142857142857,0.2569444444444443,0,0.2,0.4,0,0.8695652173913043,30.960000000000004,0.2940724946695096,0.2907186613649568,0.6138888888888889,0.4,0.0,0.3692449523630174,0.0561643835616438,0.3222828670428114,40,0.8337963,0.6291909640664226
CAND_0001139,0.9214285714285716,6,0.5,2,12.0,97,0.0,0.3287671232876712,0.3218390804597701,239.9,0.0754716981132075,0,242,60,0.7428571428571429,0.2857142857142857,0.4791666666666667,0,0.2,0.4,2,0.4316546762589928,29.4,0.1657142857142857,0.3591940314596975,0.7065476190476191,0.4,0.0,0.3547614253395585,0.3287671232876712,0.3508622800317755,41,0.8142435,0.6288910152517697
CAND_0001616,0.4499999999999999,7,0.375,2,20.0,70,0.0,0.5808219178082192,0.1839080459770115,257.2,0.1320754716981132,50,434,90,0.4428571428571429,0.1428571428571428,0.2447916666666666,0,0.0,0.4,0,0.9589041095890412,27.88000000000001,0.0428571428571428,0.3642512056381808,0.3864583333333333,0.4,0.0,0.2266076816038266,0.5808219178082192,0.2797398170344855,42,0.85756564,0.6264353474185
CAND_0000792,0.7142857142857143,9,0.375,1,13.88888888888889,90,0.0,0.6219178082191781,0.5862068965517242,143.7,0.0377358490566037,121,388,60,0.3285714285714287,0.0,0.4687499999999999,0,0.0,0.2,0,0.8181818181818182,33.38,0.0,0.4374844125402498,0.5633928571428571,0.2,0.0,0.2483450967937642,0.6219178082191781,0.3043810035075763,43,0.8370044,0.6239550910507051
CAND_0001162,0.7428571428571429,11,0.5,1,20.0,105,0.0,0.5068493150684932,0.3678160919540229,87.7,0.1320754716981132,148,204,60,0.4857142857142858,0.5714285714285714,0.3541666666666667,0,0.2,0.4,2,0.9649122807017544,30.750000000000004,0.2514285714285714,0.3929092347449581,0.5922619047619048,0.4,0.0,0.3672187517108964,0.5068493150684932,0.3881633362145359,44,0.7810057,0.6238687666643117
CAND_0001676,0.9928571428571428,9,0.625,1,13.0,55,0.0,0.2397260273972603,0.2183908045977011,164.8,0.1886792452830188,30,125,120,0.0857142857142856,0.2857142857142857,0.4062499999999999,0,0.2,0.4,2,0.6040268456375839,20.3,0.1657142857142857,0.1933805169379273,0.7651785714285715,0.4,0.0,0.3362564605304426,0.2397260273972603,0.3217768955604653,45,0.8245691,0.6234522278458444
CAND_0001638,0.4928571428571429,11,0.5,1,20.818181818181817,109,0.0,0.4232876712328766,0.5977011494252873,5.4,0.2452830188679245,297,915,90,0.6571428571428573,0.4285714285714285,0.1791666666666667,0,1.0,1.0,0,1.3924050632911391,36.78,0.5285714285714286,0.4780611474899849,0.4322619047619048,1.0,0.0,0.5151062771170446,0.4232876712328766,0.5013334862344194,46,0.7047598,0.6233892783305139
CAND_0000945,0.5785714285714285,12,0.375,1,19.33333333333333,165,0.0,0.7068493150684929,0.8160919540229885,114.5,0.0188679245283018,212,166,150,0.5999999999999999,0.1428571428571428,0.3541666666666667,0,0.4,0.2,0,1.3186813186813189,41.620000000000005,0.2028571428571428,0.57519383368538,0.4726190476190476,0.2,0.0,0.3343363857846951,0.7068493150684929,0.3902133251772647,47,0.7772126,0.6224129079002668
CAND_0000486,0.4857142857142856,9,0.375,2,17.666666666666668,91,0.5771144278606964,0.3410958904109588,0.1494252873563218,183.2,0.2264150943396226,31,240,30,0.2428571428571428,0.2857142857142857,0.2708333333333333,0,0.2,0.4,2,1.153846153846154,27.07,0.3388486140724946,0.2505943309222691,0.4095238095238095,0.4,0.0,0.3280392641944041,0.3410958904109588,0.3299977581268873,48,0.81695724,0.6221734563734661
CAND_0000347,0.3714285714285714,8,0.25,1,19.125,61,0.0,0.6780821917808217,0.7471264367816091,263.8,0.1886792452830188,15,111,60,0.0142857142857142,0.1428571428571428,0.298611111111111,0,0.0,0.4,0,1.2903225806451613,35.050000000000004,0.0428571428571428,0.4647033682324364,0.3204365079365079,0.4,0.0,0.2301926577734714,0.6780821917808217,0.297376087874574,49,0.8366226,0.6209240045429876
CAND_0000581,0.9214285714285716,23,0.375,1,16.26086956521739,92,0.0,0.6342465753424658,0.5747126436781609,36.8,0.0754716981132075,133,181,150,0.0142857142857142,0.5714285714285714,0.65625,0,0.2,0.4,2,1.6546762589928057,30.81,0.2514285714285714,0.3836159447691875,0.7044642857142857,0.4,0.0,0.3934106889538374,0.6342465753424658,0.4295360719121316,50,0.7446774,0.6186208893838254
CAND_0000312,0.75,20,0.375,2,12.65,106,0.0,0.7315068493150685,0.6666666666666665,265.9,0.0566037735849056,14,582,120,0.4714285714285715,1.0,0.4999999999999999,0,0.0,0.4,0,1.7391304347826086,38.78000000000001,0.3,0.528300532929636,0.5875,0.4,0.0,0.4125351065859272,0.7315068493150685,0.4603808679952983,51,0.7240075,0.6185568693786766
CAND_0001330,0.6,11,0.375,1,23.545454545454547,100,0.0,0.158904109589041,0.4367816091954022,18.9,0.3018867924528302,29,122,120,0.3714285714285715,0.5714285714285714,0.3697916666666667,0,0.6000000000000001,0.6000000000000001,0,1.1702127659574468,27.37,0.4114285714285715,0.2994749134312952,0.4864583333333333,0.6000000000000001,0.0,0.4060809945910209,0.158904109589041,0.3690044618407239,52,0.7815797,0.6165496125522991
CAND_0001708,0.1214285714285714,14,0.0,1,26.071428571428573,203,0.0,0.6465753424657534,0.4022988505747126,122.7,0.1320754716981132,106,332,90,0.4428571428571429,0.5714285714285714,0.4583333333333333,0,0.8,0.2,0,5.185185185185185,33.28999999999999,0.4914285714285714,0.4418626054177431,0.1523809523809524,0.2,0.0,0.3430391877502153,0.6465753424657534,0.388569610957546,53,0.7675232,0.6159417937772445
CAND_0001159,0.4571428571428572,7,0.25,1,19.571428571428573,55,0.1206467661691542,0.3534246575342465,0.3333333333333333,89.5,0.1698113207547169,11,337,150,0.1714285714285714,0.5714285714285714,0.3958333333333333,0,0.2,0.4,0,0.945945945945946,25.88000000000001,0.2876226012793177,0.2752799419069773,0.3827380952380952,0.4,0.0,0.3057895527026464,0.3534246575342465,0.3129348184273864,54,0.8162339,0.6149142692727337
CAND_0001338,0.85,7,0.375,2,15.571428571428571,47,0.0,0.3931506849315069,0.1034482758620689,268.0,0.1698113207547169,18,128,90,0.4571428571428571,0.1428571428571428,0.5885416666666667,0,0.2,0.4,0,0.5426356589147286,24.290000000000006,0.1228571428571428,0.2888556442710595,0.6552083333333334,0.4,0.0,0.3107160693304024,0.3931506849315069,0.3230812616705681,55,0.80613303,0.6129123356962118
CAND_0000390,0.3999999999999999,9,0.25,2,20.444444444444443,104,0.1194029850746268,0.7041095890410958,0.7241379310344827,160.6,0.3396226415094339,192,903,120,0.8857142857142857,0.5714285714285714,0.3333333333333333,0,0.2,0.4,0,1.3636363636363638,46.64000000000001,0.2872494669509595,0.6725402243677481,0.3416666666666666,0.4,0.0,0.3748244983206,0.7041095890410958,0.4242172619286743,56,0.7378418,0.6123919995857703
CAND_0001240,0.4285714285714286,5,0.25,1,24.4,52,0.0,0.0452054794520547,0.0689655172413793,279.2,0.1132075471698113,160,508,60,0.1571428571428572,0.1428571428571428,0.361111111111111,0,0.2,0.2,2,0.7142857142857143,14.86,0.1228571428571428,0.0871333779810977,0.3615079365079365,0.2,0.0,0.1769465168660608,0.0452054794520547,0.1571853612539599,57,0.91543627,0.6121359528969696
CAND_0001219,0.5785714285714285,5,0.375,2,15.6,23,0.0,0.3999999999999999,0.0229885057471264,273.8,0.2264150943396226,169,207,150,0.3428571428571429,0.0,0.3541666666666667,0,0.2,0.2,0,0.5494505494505495,22.090000000000003,0.08,0.2596015738761347,0.4726190476190476,0.2,0.0,0.2220750766799888,0.3999999999999999,0.2487638151779904,58,0.8540685,0.6119466843658738
CAND_0001572,0.5714285714285714,15,0.25,1,18.466666666666665,193,0.0,0.7082191780821918,0.5747126436781609,69.1,0.1132075471698113,36,157,120,0.2285714285714286,0.2857142857142857,0.5347222222222221,0,0.4,0.2,0,1.6666666666666667,34.39,0.2457142857142857,0.4599106683965553,0.4676587301587301,0.2,0.0,0.3271825305047079,0.7082191780821918,0.3843380276413305,59,0.7634851,0.611826261442961
CAND_0000333,0.4571428571428572,13,0.25,2,15.692307692307692,65,0.0,0.558904109589041,0.8850574712643677,66.0,0.320754716981132,46,162,120,0.4142857142857143,0.1428571428571428,0.3958333333333333,0,0.4,0.4,0,1.7567567567567566,41.16,0.2028571428571428,0.5638888924256256,0.3827380952380952,0.4,0.0,0.3296051594375061,0.558904109589041,0.3640000019602363,60,0.7765162,0.61150975005358
CAND_0001210,0.5214285714285715,7,0.375,1,17.714285714285715,40,0.47636815920398,0.1205479452054794,0.9195402298850576,189.5,0.0754716981132075,294,690,60,0.7714285714285714,0.2857142857142857,0.3020833333333333,0,0.6000000000000001,0.2,0,0.8433734939759036,41.04,0.4686247334754797,0.4414568922015379,0.4336309523809524,0.2,0.0,0.4041490099257376,0.1205479452054794,0.3616088502176989,61,0.76792866,0.6054007658389564
CAND_0001309,0.8999999999999999,11,0.5,2,15.272727272727272,86,0.0,0.6041095890410957,0.5287356321839081,250.4,0.2264150943396226,163,470,90,0.3285714285714287,0.4285714285714285,0.4666666666666666,0,0.0,0.4,0,0.8088235294117647,33.97,0.1285714285714285,0.4546195687925707,0.6933333333333334,0.4,0.0,0.3556858185204189,0.6041095890410957,0.3929493840985204,62,0.7446774,0.603986214258381
CAND_0001734,0.4928571428571429,12,0.375,2,27.08333333333333,220,0.3843283582089551,0.3520547945205479,0.8505747126436782,8.5,0.0754716981132075,370,271,60,0.3285714285714287,0.5714285714285714,0.2760416666666667,0,0.8,0.6000000000000001,0,1.5189873417721518,38.23,0.606727078891258,0.4166714815800385,0.4141369047619048,0.6000000000000001,0.0,0.4895593540629871,0.3520547945205479,0.4689336701316212,63,0.6931449,0.6034604364269008
CAND_0001008,0.0428571428571428,9,0.0,2,12.333333333333334,68,0.0,0.3999999999999999,0.7241379310344827,174.8,0.2075471698113207,6,462,150,0.5999999999999999,0.1428571428571428,0.1875,0,0.0,0.2,0,5.625,36.84,0.0428571428571428,0.4825439167208848,0.0589285714285714,0.2,0.0,0.1483837833441769,0.3999999999999999,0.1861262158425504,64,0.88114184,0.6031356388676903
CAND_0001407,0.2857142857142857,13,0.125,1,20.0,147,0.0,0.4191780821917808,0.1839080459770115,70.1,0.3018867924528302,112,521,150,0.3000000000000001,0.4285714285714285,0.4062499999999999,0,0.2,0.2,0,2.6,25.62,0.2085714285714285,0.3130666987519422,0.2616071428571428,0.2,0.0,0.2314436968932456,0.4191780821917808,0.2596038546880259,65,0.83136505,0.6026605950482755
CAND_0001514,0.9714285714285712,6,0.5,1,20.83333333333333,32,0.0,0.4876712328767122,0.8045977011494252,200.8,0.0754716981132075,119,216,150,0.3285714285714287,0.0,0.5125,0,0.2,0.4,2,0.4109589041095891,35.57000000000001,0.08,0.4526429821311328,0.7382142857142857,0.4,0.0,0.347082167854798,0.4876712328767122,0.3681705276080851,66,0.75884193,0.6025733999375059
