candidate_id,rank,ranking_score,reasoning
CAND_0000984,27,0.6406905001321117,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000577,28,0.6388922209780261,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000274,29,0.6369713206475505,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001027,30,0.6366530091308106,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000191,31,0.6359158933688246,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000428,32,0.6358354100794384,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000629,33,0.6356809976540458,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001054,34,0.6350424331709383,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000761,35,0.634479256705825,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000265,36,0.6331081901514057,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000545,37,0.6313393268467478,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001206,38,0.6310698787557368,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001668,39,0.6310042970503235,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Healthy recruiter interaction and profile quality. Demonstrates ownership and product focused engineering. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000639,40,0.6291909640664226,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001139,41,0.6288910152517697,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001616,42,0.6264353474185,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000792,43,0.6239550910507051,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001162,44,0.6238687666643117,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001676,45,0.6234522278458444,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001638,46,0.6233892783305139,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0000945,47,0.6224129079002668,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000486,48,0.6221734563734661,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000347,49,0.6209240045429876,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000581,50,0.6186208893838254,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000312,51,0.6185568693786766,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001330,52,0.6165496125522991,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0001708,53,0.6159417937772445,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001159,54,0.6149142692727337,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001338,55,0.6129123356962118,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000390,56,0.6123919995857703,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Healthy recruiter interaction and profile quality. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001240,57,0.6121359528969696,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001219,58,0.6119466843658738,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001572,59,0.611826261442961,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000333,60,0.61150975005358,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001210,61,0.6054007658389564,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001309,62,0.603986214258381,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001734,63,0.6034604364269008,Good technical background with relevant engineering experience. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0001008,64,0.6031356388676903,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001407,65,0.6026605950482755,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001514,66,0.6025733999375059,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001414,67,0.601575308750325,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000768,68,0.6012412758131529,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000233,69,0.5997256590460351,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001554,70,0.5994663745079695,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Healthy recruiter interaction and profile quality. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000810,71,0.5957921892749254,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000072,72,0.5950676720664693,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0001196,73,0.5933593341927779,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001396,74,0.592313188214936,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001678,75,0.5921851276494807,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001080,76,0.592162778181054,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000147,77,0.5909622117596842,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000741,78,0.5888726586188529,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001093,79,0.5882397555074442,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000615,80,0.5877751404781278,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000685,81,0.5876953066559986,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000021,82,0.5875279779491993,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001459,83,0.5860669384751417,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001423,84,0.5836503574024619,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0000211,85,0.5803680580719041,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000515,86,0.579529339476461,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001308,87,0.5789340664021758,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001333,88,0.5762149971053692,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001188,89,0.5756193819894708,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000575,90,0.5749209652372439,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000514,91,0.5720109417025312,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000589,92,0.5718365265266722,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001594,93,0.571502795761726,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000028,94,0.5713110686698465,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000625,95,0.5701295144212024,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000500,96,0.5696927008143219,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000626,97,0.569236549310071,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000836,98,0.5660922319492312,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000571,99,0.5655844199669496,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000896,100,0.5644282619111832,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000599,101,0.5615106731328257,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000784,102,0.5612639267504663,Good technical background with relevant engineering experience. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000289,103,0.5609009985491635,Moderate technical experience with potential for growth. Shows stable industry experience. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001213,104,0.5605130507172591,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000393,105,0.5579805991998475,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001603,106,0.5568825298128292,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000249,107,0.5568296508656225,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000094,108,0.5560042371472889,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Potential candidate for further review.
CAND_0000354,109,0.5551998477131992,Good technical background with relevant engineering experience. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Potential candidate for further review.
CAND_0000976,110,0.5522365502715987,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0001283,111,0.5502326141155907,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Potential candidate for further review.
CAND_0000136,112,0.5499180372410677,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Healthy recruiter interaction and profile quality. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001136,113,0.5487146892943309,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000803,114,0.547960712032,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000244,115,0.5476180061789013,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Currently lower priority for this role.
CAND_0000732,116,0.5475702965414595,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001687,117,0.5473023652640218,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001621,118,0.5472317264330557,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001529,119,0.546744031918148,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001560,120,0.5464231222633107,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001381,121,0.5460165561120004,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001479,122,0.5460081663327168,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000388,123,0.5441315377028569,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001246,124,0.5440907125435714,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000579,125,0.5436848085398703,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000320,126,0.5433293153292627,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000048,127,0.5425417850866144,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000730,128,0.5413895528576254,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. Minor inconsistencies were detected during profile evaluation. Currently lower priority for this role.
CAND_0000382,129,0.5413060002324184,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000187,130,0.5411461391513351,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001405,131,0.5403513324824503,Good technical background with relevant engineering experience. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001227,132,0.5386547200913407,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000612,133,0.536670860908272,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000862,134,0.5364287923561311,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Healthy recruiter interaction and profile quality. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001248,135,0.5362835001224114,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Demonstrates ownership and product focused engineering. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000141,136,0.5357120807272387,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000117,137,0.5355143888267377,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0000024,138,0.5354022423593069,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
CAND_0001300,139,0.5344804730528245,Moderate technical experience with potential for growth. Limited professional experience compared to top ranked candidates. Behavioral indicators are comparatively weaker. Standard engineering profile. No major inconsistencies detected. Currently lower priority for this role.
